[2025-11-13 11:43:29] Starting parallel SMTP processing with MAX_WORKERS=200
[2025-11-13 13:13:16] Started worker 133 for 4 emails
[2025-11-13 13:13:16] Started worker 134 for 4 emails
[2025-11-13 13:13:16] Started worker 135 for 4 emails
[2025-11-13 13:13:16] Started worker 136 for 4 emails
[2025-11-13 13:13:16] Started worker 137 for 4 emails
[2025-11-13 13:13:16] Started worker 138 for 4 emails
[2025-11-13 13:13:16] Started worker 139 for 4 emails
[2025-11-13 13:13:16] Started worker 140 for 4 emails
[2025-11-13 13:13:16] Started worker 141 for 4 emails
[2025-11-13 13:13:16] Started worker 142 for 4 emails
[2025-11-13 13:13:16] Started worker 143 for 4 emails
[2025-11-13 13:13:16] Started worker 144 for 4 emails
[2025-11-13 13:13:16] Started worker 145 for 4 emails
[2025-11-13 13:13:16] Started worker 146 for 4 emails
[2025-11-13 13:13:16] Started worker 147 for 4 emails
[2025-11-13 13:13:16] Started worker 148 for 4 emails
[2025-11-13 13:13:16] Started worker 149 for 4 emails
[2025-11-13 13:13:16] Started worker 150 for 4 emails
[2025-11-13 13:13:16] Started worker 151 for 4 emails
[2025-11-13 13:13:16] Started worker 152 for 4 emails
[2025-11-13 13:13:16] Started worker 153 for 4 emails
[2025-11-13 13:13:16] Started worker 154 for 4 emails
[2025-11-13 13:13:16] Started worker 155 for 4 emails
[2025-11-13 13:13:16] Started worker 156 for 4 emails
[2025-11-13 13:13:16] Started worker 157 for 4 emails
[2025-11-13 13:13:16] Started worker 158 for 4 emails
[2025-11-13 13:13:16] Started worker 159 for 4 emails
[2025-11-13 13:13:16] Started worker 160 for 4 emails
[2025-11-13 13:13:16] Started worker 161 for 4 emails
[2025-11-13 13:13:16] Started worker 162 for 4 emails
[2025-11-13 13:13:16] Started worker 163 for 4 emails
[2025-11-13 13:13:16] Started worker 164 for 4 emails
[2025-11-13 13:13:16] Started worker 165 for 4 emails
[2025-11-13 13:13:16] Started worker 166 for 4 emails
[2025-11-13 13:13:16] Started worker 167 for 4 emails
[2025-11-13 13:13:16] Started worker 168 for 4 emails
[2025-11-13 13:13:16] Started worker 169 for 3 emails
[2025-11-13 13:13:17] Worker 0 ERROR: PHP Fatal error:  Uncaught mysqli_sql_exception: Incorrect string value: '\xD3\xCA\xCF\xE4\xB2\xBB...' for column `CRM_logs`.`email_smtp_checks2`.`validation` at row 1 in /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php:51
Stack trace:
#0 /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php(51): mysqli_stmt->execute()
#1 /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php(195): insert_smtp_log()
#2 /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php(212): verifyEmailViaSMTP()
#3 {main}
  thrown in /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php on line 51

[2025-11-13 13:13:34] Worker 38 ERROR: PHP Notice:  fputs(): Send of 31 bytes failed with errno=104 Connection reset by peer in /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php on line 147

[2025-11-13 13:13:36] Worker 51 ERROR: PHP Fatal error:  Uncaught mysqli_sql_exception: Incorrect string value: '\xD3\xCA\xCF\xE4\xB2\xBB...' for column `CRM_logs`.`email_smtp_checks2`.`validation` at row 1 in /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php:51
Stack trace:
#0 /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php(51): mysqli_stmt->execute()
#1 /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php(195): insert_smtp_log()
#2 /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php(212): verifyEmailViaSMTP()
#3 {main}
  thrown in /opt/lampp/htdocs/verify_emails/MailPilot_CRM/backend/includes/smtp_worker.php on line 51

[2025-11-13 13:13:57] Processing complete. Remaining unprocessed emails: 2691
[2025-11-13 13:14:04] Processing complete. Remaining unprocessed emails: 2689
[2025-11-14 10:03:29] Starting parallel SMTP processing with MAX_WORKERS=200
[2025-11-14 10:03:29] Started worker 0 for 1 emails
[2025-11-14 10:03:29] Started worker 1 for 1 emails
[2025-11-14 10:03:29] Started worker 2 for 1 emails
[2025-11-14 10:03:29] Started worker 3 for 1 emails
[2025-11-14 10:03:29] Started worker 4 for 1 emails
[2025-11-14 10:03:29] Started worker 5 for 1 emails
[2025-11-14 10:03:29] Started worker 6 for 1 emails
[2025-11-14 10:03:29] Started worker 7 for 1 emails
[2025-11-14 10:03:29] Started worker 8 for 1 emails
[2025-11-14 10:03:31] Processing complete. Remaining unprocessed emails: 6
[2025-11-14 10:03:35] Starting parallel SMTP processing with MAX_WORKERS=200
[2025-11-14 10:03:35] Started worker 0 for 1 emails
[2025-11-14 10:03:35] Started worker 1 for 1 emails
[2025-11-14 10:03:35] Started worker 2 for 1 emails
[2025-11-14 10:03:35] Started worker 3 for 1 emails
[2025-11-14 10:03:35] Started worker 4 for 1 emails
[2025-11-14 10:03:37] Processing complete. Remaining unprocessed emails: 1
[2025-11-25 14:23:56] Starting parallel SMTP processing with MAX_WORKERS=200
[2025-11-25 14:23:56] Started worker 0 for 96 emails
[2025-11-25 14:23:56] Started worker 1 for 96 emails
[2025-11-25 14:23:56] Started worker 2 for 96 emails
[2025-11-25 14:23:56] Started worker 3 for 96 emails
[2025-11-25 14:23:56] Started worker 4 for 96 emails
[2025-11-25 14:23:56] Started worker 5 for 96 emails
[2025-11-25 14:23:56] Started worker 6 for 96 emails
[2025-11-25 14:23:56] Started worker 7 for 96 emails
[2025-11-25 14:23:56] Started worker 8 for 96 emails
[2025-11-25 14:23:56] Started worker 9 for 96 emails
[2025-11-25 14:23:56] Started worker 10 for 96 emails
[2025-11-25 14:23:56] Started worker 11 for 96 emails
[2025-11-25 14:23:56] Started worker 12 for 96 emails
[2025-11-25 14:23:56] Started worker 13 for 96 emails
[2025-11-25 14:23:56] Started worker 14 for 96 emails
[2025-11-25 14:23:56] Started worker 15 for 96 emails
[2025-11-25 14:23:56] Started worker 16 for 96 emails
[2025-11-25 14:23:56] Started worker 17 for 96 emails
[2025-11-25 14:23:56] Started worker 18 for 96 emails
[2025-11-25 14:23:56] Started worker 19 for 96 emails
[2025-11-25 14:23:56] Started worker 20 for 96 emails
[2025-11-25 14:23:56] Started worker 21 for 96 emails
[2025-11-25 14:23:56] Started worker 22 for 96 emails
[2025-11-25 14:23:56] Started worker 23 for 96 emails
[2025-11-25 14:23:57] Started worker 24 for 96 emails
[2025-11-25 14:23:57] Started worker 25 for 96 emails
[2025-11-25 14:23:57] Started worker 26 for 96 emails
[2025-11-25 14:23:57] Started worker 27 for 96 emails
[2025-11-25 14:23:57] Started worker 28 for 96 emails
[2025-11-25 14:23:57] Started worker 29 for 96 emails
[2025-11-25 14:23:57] Started worker 30 for 96 emails
[2025-11-25 14:23:57] Started worker 31 for 96 emails
[2025-11-25 14:23:57] Started worker 32 for 96 emails
[2025-11-25 14:23:57] Started worker 33 for 96 emails
[2025-11-25 14:23:57] Started worker 34 for 96 emails
[2025-11-25 14:23:57] Started worker 35 for 96 emails
[2025-11-25 14:23:57] Started worker 36 for 96 emails
[2025-11-25 14:23:57] Started worker 37 for 96 emails
[2025-11-25 14:23:57] Started worker 38 for 96 emails
[2025-11-25 14:23:57] Started worker 39 for 96 emails
[2025-11-25 14:23:57] Started worker 40 for 96 emails
[2025-11-25 14:23:57] Started worker 41 for 96 emails
[2025-11-25 14:23:57] Started worker 42 for 96 emails
[2025-11-25 14:23:57] Started worker 43 for 96 emails
[2025-11-25 14:23:57] Started worker 44 for 96 emails
[2025-11-25 14:23:57] Started worker 45 for 96 emails
[2025-11-25 14:23:57] Started worker 46 for 96 emails
[2025-11-25 14:23:57] Started worker 47 for 96 emails
[2025-11-25 14:23:57] Started worker 48 for 96 emails
[2025-11-25 14:23:57] Started worker 49 for 96 emails
[2025-11-25 14:23:57] Started worker 50 for 96 emails
[2025-11-25 14:23:57] Started worker 51 for 96 emails
[2025-11-25 14:23:57] Started worker 52 for 96 emails
[2025-11-25 14:23:57] Started worker 53 for 96 emails
[2025-11-25 14:23:57] Started worker 54 for 96 emails
[2025-11-25 14:23:57] Started worker 55 for 96 emails
[2025-11-25 14:23:57] Started worker 56 for 96 emails
[2025-11-25 14:23:57] Started worker 57 for 96 emails
[2025-11-25 14:23:57] Started worker 58 for 96 emails
[2025-11-25 14:23:57] Started worker 59 for 96 emails
[2025-11-25 14:23:57] Started worker 60 for 96 emails
[2025-11-25 14:23:57] Started worker 61 for 96 emails
[2025-11-25 14:23:57] Started worker 62 for 96 emails
[2025-11-25 14:23:57] Started worker 63 for 96 emails
[2025-11-25 14:23:57] Started worker 64 for 96 emails
[2025-11-25 14:23:57] Started worker 65 for 96 emails
[2025-11-25 14:23:57] Started worker 66 for 96 emails
[2025-11-25 14:23:57] Started worker 67 for 96 emails
[2025-11-25 14:23:57] Started worker 68 for 96 emails
[2025-11-25 14:23:57] Started worker 69 for 96 emails
[2025-11-25 14:23:57] Started worker 70 for 96 emails
[2025-11-25 14:23:57] Started worker 71 for 96 emails
[2025-11-25 14:23:57] Started worker 72 for 96 emails
[2025-11-25 14:23:57] Started worker 73 for 96 emails
[2025-11-25 14:23:57] Started worker 74 for 96 emails
[2025-11-25 14:23:57] Started worker 75 for 96 emails
[2025-11-25 14:23:57] Started worker 76 for 96 emails
[2025-11-25 14:23:57] Started worker 77 for 96 emails
[2025-11-25 14:23:57] Started worker 78 for 96 emails
[2025-11-25 14:23:57] Started worker 79 for 96 emails
[2025-11-25 14:23:57] Started worker 80 for 96 emails
[2025-11-25 14:23:57] Started worker 81 for 96 emails
[2025-11-25 14:23:57] Started worker 82 for 96 emails
[2025-11-25 14:23:57] Started worker 83 for 96 emails
[2025-11-25 14:23:57] Started worker 84 for 96 emails
[2025-11-25 14:23:57] Started worker 85 for 96 emails
[2025-11-25 14:23:57] Started worker 86 for 96 emails
[2025-11-25 14:23:57] Started worker 87 for 96 emails
[2025-11-25 14:23:57] Started worker 88 for 96 emails
[2025-11-25 14:23:57] Started worker 89 for 96 emails
[2025-11-25 14:23:57] Started worker 90 for 96 emails
[2025-11-25 14:23:57] Started worker 91 for 96 emails
[2025-11-25 14:23:57] Started worker 92 for 96 emails
[2025-11-25 14:23:57] Started worker 93 for 96 emails
[2025-11-25 14:23:57] Started worker 94 for 96 emails
[2025-11-25 14:23:57] Started worker 95 for 96 emails
[2025-11-25 14:23:57] Started worker 96 for 96 emails
[2025-11-25 14:23:57] Started worker 97 for 96 emails
[2025-11-25 14:23:57] Started worker 98 for 96 emails
[2025-11-25 14:23:57] Started worker 99 for 96 emails
[2025-11-25 14:23:57] Started worker 100 for 96 emails
[2025-11-25 14:23:57] Started worker 101 for 96 emails
[2025-11-25 14:23:57] Started worker 102 for 96 emails
[2025-11-25 14:23:57] Started worker 103 for 96 emails
[2025-11-25 14:23:57] Started worker 104 for 96 emails
[2025-11-25 14:23:57] Started worker 105 for 96 emails
[2025-11-25 14:23:57] Started worker 106 for 96 emails
[2025-11-25 14:23:57] Started worker 107 for 96 emails
[2025-11-25 14:23:57] Started worker 108 for 96 emails
[2025-11-25 14:23:57] Started worker 109 for 96 emails
[2025-11-25 14:23:57] Started worker 110 for 96 emails
[2025-11-25 14:23:57] Started worker 111 for 96 emails
[2025-11-25 14:23:57] Started worker 112 for 96 emails
[2025-11-25 14:23:57] Started worker 113 for 96 emails
[2025-11-25 14:23:57] Started worker 114 for 96 emails
[2025-11-25 14:23:57] Started worker 115 for 96 emails
[2025-11-25 14:23:57] Started worker 116 for 96 emails
[2025-11-25 14:23:57] Started worker 117 for 96 emails
[2025-11-25 14:23:57] Started worker 118 for 96 emails
[2025-11-25 14:23:57] Started worker 119 for 96 emails
[2025-11-25 14:23:57] Started worker 120 for 96 emails
[2025-11-25 14:23:57] Started worker 121 for 96 emails
[2025-11-25 14:23:57] Started worker 122 for 96 emails
[2025-11-25 14:23:57] Started worker 123 for 96 emails
[2025-11-25 14:23:57] Started worker 124 for 96 emails
[2025-11-25 14:23:57] Started worker 125 for 96 emails
[2025-11-25 14:23:57] Started worker 126 for 96 emails
[2025-11-25 14:23:57] Started worker 127 for 96 emails
[2025-11-25 14:23:57] Started worker 128 for 96 emails
[2025-11-25 14:23:57] Started worker 129 for 96 emails
[2025-11-25 14:23:57] Started worker 130 for 96 emails
[2025-11-25 14:23:57] Started worker 131 for 96 emails
[2025-11-25 14:23:57] Started worker 132 for 96 emails
[2025-11-25 14:23:57] Started worker 133 for 96 emails
[2025-11-25 14:23:57] Started worker 134 for 96 emails
[2025-11-25 14:23:57] Started worker 135 for 96 emails
[2025-11-25 14:23:57] Started worker 136 for 96 emails
[2025-11-25 14:23:58] Started worker 137 for 96 emails
[2025-11-25 14:23:58] Started worker 138 for 96 emails
[2025-11-25 14:23:58] Started worker 139 for 96 emails
[2025-11-25 14:23:58] Started worker 140 for 96 emails
[2025-11-25 14:23:58] Started worker 141 for 96 emails
[2025-11-25 14:23:58] Started worker 142 for 96 emails
[2025-11-25 14:23:58] Started worker 143 for 96 emails
[2025-11-25 14:23:58] Started worker 144 for 96 emails
[2025-11-25 14:23:58] Started worker 145 for 96 emails
[2025-11-25 14:23:58] Started worker 146 for 96 emails
[2025-11-25 14:23:58] Started worker 147 for 96 emails
[2025-11-25 14:23:58] Started worker 148 for 96 emails
[2025-11-25 14:23:58] Started worker 149 for 96 emails
[2025-11-25 14:23:58] Started worker 150 for 96 emails
[2025-11-25 14:23:58] Started worker 151 for 96 emails
[2025-11-25 14:23:58] Started worker 152 for 96 emails
[2025-11-25 14:23:58] Started worker 153 for 96 emails
[2025-11-25 14:23:58] Started worker 154 for 96 emails
[2025-11-25 14:23:58] Started worker 155 for 96 emails
[2025-11-25 14:23:58] Started worker 156 for 96 emails
[2025-11-25 14:23:58] Started worker 157 for 96 emails
[2025-11-25 14:23:58] Started worker 158 for 96 emails
[2025-11-25 14:23:58] Started worker 159 for 96 emails
[2025-11-25 14:23:58] Started worker 160 for 96 emails
[2025-11-25 14:23:58] Started worker 161 for 96 emails
[2025-11-25 14:23:58] Started worker 162 for 96 emails
[2025-11-25 14:23:58] Started worker 163 for 96 emails
[2025-11-25 14:23:58] Started worker 164 for 96 emails
[2025-11-25 14:23:58] Started worker 165 for 96 emails
[2025-11-25 14:23:58] Started worker 166 for 96 emails
[2025-11-25 14:23:58] Started worker 167 for 96 emails
[2025-11-25 14:23:58] Started worker 168 for 96 emails
[2025-11-25 14:23:58] Started worker 169 for 96 emails
[2025-11-25 14:23:58] Started worker 170 for 96 emails
[2025-11-25 14:23:58] Started worker 171 for 96 emails
[2025-11-25 14:23:58] Started worker 172 for 96 emails
[2025-11-25 14:23:58] Started worker 173 for 96 emails
[2025-11-25 14:23:58] Started worker 174 for 96 emails
[2025-11-25 14:23:58] Started worker 175 for 96 emails
[2025-11-25 14:23:58] Started worker 176 for 96 emails
[2025-11-25 14:23:58] Started worker 177 for 96 emails
[2025-11-25 14:23:58] Started worker 178 for 96 emails
[2025-11-25 14:23:58] Started worker 179 for 96 emails
[2025-11-25 14:23:58] Started worker 180 for 96 emails
[2025-11-25 14:23:58] Started worker 181 for 96 emails
[2025-11-25 14:23:58] Started worker 182 for 96 emails
[2025-11-25 14:23:58] Started worker 183 for 96 emails
[2025-11-25 14:23:58] Started worker 184 for 96 emails
[2025-11-25 14:23:58] Started worker 185 for 96 emails
[2025-11-25 14:23:58] Started worker 186 for 96 emails
[2025-11-25 14:23:58] Started worker 187 for 96 emails
[2025-11-25 14:23:58] Started worker 188 for 96 emails
[2025-11-25 14:23:58] Started worker 189 for 96 emails
[2025-11-25 14:23:58] Started worker 190 for 96 emails
[2025-11-25 14:23:58] Started worker 191 for 96 emails
[2025-11-25 14:23:58] Started worker 192 for 96 emails
[2025-11-25 14:23:58] Started worker 193 for 96 emails
[2025-11-25 14:23:58] Started worker 194 for 96 emails
[2025-11-25 14:23:58] Started worker 195 for 96 emails
[2025-11-25 14:23:58] Started worker 196 for 96 emails
[2025-11-25 14:23:58] Started worker 197 for 96 emails
[2025-11-25 14:23:58] Started worker 198 for 96 emails
[2025-11-25 14:23:58] Started worker 199 for 64 emails
[2025-11-25 14:23:59] Processing complete. Remaining unprocessed emails: 1
[2025-11-25 14:24:16] Starting parallel SMTP processing with MAX_WORKERS=200
[2025-11-25 14:24:16] Started worker 0 for 97 emails
[2025-11-25 14:24:16] Started worker 1 for 97 emails
[2025-11-25 14:24:16] Started worker 2 for 97 emails
[2025-11-25 14:24:16] Started worker 3 for 97 emails
[2025-11-25 14:24:16] Started worker 4 for 97 emails
[2025-11-25 14:24:16] Started worker 5 for 97 emails
[2025-11-25 14:24:16] Started worker 6 for 97 emails
[2025-11-25 14:24:16] Started worker 7 for 97 emails
[2025-11-25 14:24:16] Started worker 8 for 97 emails
[2025-11-25 14:24:16] Started worker 9 for 97 emails
[2025-11-25 14:24:16] Started worker 10 for 97 emails
[2025-11-25 14:24:16] Started worker 11 for 97 emails
[2025-11-25 14:24:16] Started worker 12 for 97 emails
[2025-11-25 14:24:16] Started worker 13 for 97 emails
[2025-11-25 14:24:16] Started worker 14 for 97 emails
[2025-11-25 14:24:16] Started worker 15 for 97 emails
[2025-11-25 14:24:16] Started worker 16 for 97 emails
[2025-11-25 14:24:16] Started worker 17 for 97 emails
[2025-11-25 14:24:16] Started worker 18 for 97 emails
[2025-11-25 14:24:16] Started worker 19 for 97 emails
[2025-11-25 14:24:16] Started worker 20 for 97 emails
[2025-11-25 14:24:16] Started worker 21 for 97 emails
[2025-11-25 14:24:16] Started worker 22 for 97 emails
[2025-11-25 14:24:16] Started worker 23 for 97 emails
[2025-11-25 14:24:16] Started worker 24 for 97 emails
[2025-11-25 14:24:16] Started worker 25 for 97 emails
[2025-11-25 14:24:16] Started worker 26 for 97 emails
[2025-11-25 14:24:16] Started worker 27 for 97 emails
[2025-11-25 14:24:16] Started worker 28 for 97 emails
[2025-11-25 14:24:16] Started worker 29 for 97 emails
[2025-11-25 14:24:16] Started worker 30 for 97 emails
[2025-11-25 14:24:16] Started worker 31 for 97 emails
[2025-11-25 14:24:16] Started worker 32 for 97 emails
[2025-11-25 14:24:16] Started worker 33 for 97 emails
[2025-11-25 14:24:16] Started worker 34 for 97 emails
[2025-11-25 14:24:16] Started worker 35 for 97 emails
[2025-11-25 14:24:16] Started worker 36 for 97 emails
[2025-11-25 14:24:16] Started worker 37 for 97 emails
[2025-11-25 14:24:16] Started worker 38 for 97 emails
[2025-11-25 14:24:16] Started worker 39 for 97 emails
[2025-11-25 14:24:16] Started worker 40 for 97 emails
[2025-11-25 14:24:16] Started worker 41 for 97 emails
[2025-11-25 14:24:16] Started worker 42 for 97 emails
[2025-11-25 14:24:16] Started worker 43 for 97 emails
[2025-11-25 14:24:16] Started worker 44 for 97 emails
[2025-11-25 14:24:16] Started worker 45 for 97 emails
[2025-11-25 14:24:16] Started worker 46 for 97 emails
[2025-11-25 14:24:16] Started worker 47 for 97 emails
[2025-11-25 14:24:16] Started worker 48 for 97 emails
[2025-11-25 14:24:16] Started worker 49 for 97 emails
[2025-11-25 14:24:16] Started worker 50 for 97 emails
[2025-11-25 14:24:16] Started worker 51 for 97 emails
[2025-11-25 14:24:16] Started worker 52 for 97 emails
[2025-11-25 14:24:16] Started worker 53 for 97 emails
[2025-11-25 14:24:16] Started worker 54 for 97 emails
[2025-11-25 14:24:16] Started worker 55 for 97 emails
[2025-11-25 14:24:16] Started worker 56 for 97 emails
[2025-11-25 14:24:16] Started worker 57 for 97 emails
[2025-11-25 14:24:16] Started worker 58 for 97 emails
[2025-11-25 14:24:16] Started worker 59 for 97 emails
[2025-11-25 14:24:16] Started worker 60 for 97 emails
[2025-11-25 14:24:16] Started worker 61 for 97 emails
[2025-11-25 14:24:16] Started worker 62 for 97 emails
[2025-11-25 14:24:16] Started worker 63 for 97 emails
[2025-11-25 14:24:16] Started worker 64 for 97 emails
[2025-11-25 14:24:16] Started worker 65 for 97 emails
[2025-11-25 14:24:16] Started worker 66 for 97 emails
[2025-11-25 14:24:16] Started worker 67 for 97 emails
[2025-11-25 14:24:16] Started worker 68 for 97 emails
[2025-11-25 14:24:16] Started worker 69 for 97 emails
[2025-11-25 14:24:16] Started worker 70 for 97 emails
[2025-11-25 14:24:16] Started worker 71 for 97 emails
[2025-11-25 14:24:16] Started worker 72 for 97 emails
[2025-11-25 14:24:16] Started worker 73 for 97 emails
[2025-11-25 14:24:16] Started worker 74 for 97 emails
[2025-11-25 14:24:16] Started worker 75 for 97 emails
[2025-11-25 14:24:16] Started worker 76 for 97 emails
[2025-11-25 14:24:16] Started worker 77 for 97 emails
[2025-11-25 14:24:16] Started worker 78 for 97 emails
[2025-11-25 14:24:16] Started worker 79 for 97 emails
[2025-11-25 14:24:16] Started worker 80 for 97 emails
[2025-11-25 14:24:16] Started worker 81 for 97 emails
[2025-11-25 14:24:16] Started worker 82 for 97 emails
[2025-11-25 14:24:16] Started worker 83 for 97 emails
[2025-11-25 14:24:16] Started worker 84 for 97 emails
[2025-11-25 14:24:16] Started worker 85 for 97 emails
[2025-11-25 14:24:16] Started worker 86 for 97 emails
[2025-11-25 14:24:16] Started worker 87 for 97 emails
[2025-11-25 14:24:16] Started worker 88 for 97 emails
[2025-11-25 14:24:16] Started worker 89 for 97 emails
[2025-11-25 14:24:16] Started worker 90 for 97 emails
[2025-11-25 14:24:16] Started worker 91 for 97 emails
[2025-11-25 14:24:16] Started worker 92 for 97 emails
[2025-11-25 14:24:16] Started worker 93 for 97 emails
[2025-11-25 14:24:16] Started worker 94 for 97 emails
[2025-11-25 14:24:16] Started worker 95 for 97 emails
[2025-11-25 14:24:16] Started worker 96 for 97 emails
[2025-11-25 14:24:16] Started worker 97 for 97 emails
[2025-11-25 14:24:16] Started worker 98 for 97 emails
[2025-11-25 14:24:16] Started worker 99 for 97 emails
[2025-11-25 14:24:16] Started worker 100 for 97 emails
[2025-11-25 14:24:16] Started worker 101 for 97 emails
[2025-11-25 14:24:16] Started worker 102 for 97 emails
[2025-11-25 14:24:16] Started worker 103 for 97 emails
[2025-11-25 14:24:16] Started worker 104 for 97 emails
[2025-11-25 14:24:17] Started worker 105 for 97 emails
[2025-11-25 14:24:17] Started worker 106 for 97 emails
[2025-11-25 14:24:17] Started worker 107 for 97 emails
[2025-11-25 14:24:17] Started worker 108 for 97 emails
[2025-11-25 14:24:17] Started worker 109 for 97 emails
[2025-11-25 14:24:17] Started worker 110 for 97 emails
[2025-11-25 14:24:17] Started worker 111 for 97 emails
[2025-11-25 14:24:17] Started worker 112 for 97 emails
[2025-11-25 14:24:17] Started worker 113 for 97 emails
[2025-11-25 14:24:17] Started worker 114 for 97 emails
[2025-11-25 14:24:17] Started worker 115 for 97 emails
[2025-11-25 14:24:17] Started worker 116 for 97 emails
[2025-11-25 14:24:17] Started worker 117 for 97 emails
[2025-11-25 14:24:17] Started worker 118 for 97 emails
[2025-11-25 14:24:17] Started worker 119 for 97 emails
[2025-11-25 14:24:17] Started worker 120 for 97 emails
[2025-11-25 14:24:17] Started worker 121 for 97 emails
[2025-11-25 14:24:17] Started worker 122 for 97 emails
[2025-11-25 14:24:17] Started worker 123 for 97 emails
[2025-11-25 14:24:17] Started worker 124 for 97 emails
[2025-11-25 14:24:17] Started worker 125 for 97 emails
[2025-11-25 14:24:17] Started worker 126 for 97 emails
[2025-11-25 14:24:17] Started worker 127 for 97 emails
[2025-11-25 14:24:17] Started worker 128 for 97 emails
[2025-11-25 14:24:17] Started worker 129 for 97 emails
[2025-11-25 14:24:17] Started worker 130 for 97 emails
[2025-11-25 14:24:17] Started worker 131 for 97 emails
[2025-11-25 14:24:17] Started worker 132 for 97 emails
[2025-11-25 14:24:17] Started worker 133 for 97 emails
[2025-11-25 14:24:17] Started worker 134 for 97 emails
[2025-11-25 14:24:17] Started worker 135 for 97 emails
[2025-11-25 14:24:17] Started worker 136 for 97 emails
[2025-11-25 14:24:17] Started worker 137 for 97 emails
[2025-11-25 14:24:17] Started worker 138 for 97 emails
[2025-11-25 14:24:17] Started worker 139 for 97 emails
[2025-11-25 14:24:17] Started worker 140 for 97 emails
[2025-11-25 14:24:17] Started worker 141 for 97 emails
[2025-11-25 14:24:17] Started worker 142 for 97 emails
[2025-11-25 14:24:17] Started worker 143 for 97 emails
[2025-11-25 14:24:17] Started worker 144 for 97 emails
[2025-11-25 14:24:17] Started worker 145 for 97 emails
[2025-11-25 14:24:17] Started worker 146 for 97 emails
[2025-11-25 14:24:17] Started worker 147 for 97 emails
[2025-11-25 14:24:17] Started worker 148 for 97 emails
[2025-11-25 14:24:17] Started worker 149 for 97 emails
[2025-11-25 14:24:17] Started worker 150 for 97 emails
[2025-11-25 14:24:17] Started worker 151 for 97 emails
[2025-11-25 14:24:17] Started worker 152 for 97 emails
[2025-11-25 14:24:17] Started worker 153 for 97 emails
[2025-11-25 14:24:17] Started worker 154 for 97 emails
[2025-11-25 14:24:17] Started worker 155 for 97 emails
[2025-11-25 14:24:17] Started worker 156 for 97 emails
[2025-11-25 14:24:17] Started worker 157 for 97 emails
[2025-11-25 14:24:17] Started worker 158 for 97 emails
[2025-11-25 14:24:17] Started worker 159 for 97 emails
[2025-11-25 14:24:17] Started worker 160 for 97 emails
[2025-11-25 14:24:17] Started worker 161 for 97 emails
[2025-11-25 14:24:17] Started worker 162 for 97 emails
[2025-11-25 14:24:17] Started worker 163 for 97 emails
[2025-11-25 14:24:17] Started worker 164 for 97 emails
[2025-11-25 14:24:17] Started worker 165 for 97 emails
[2025-11-25 14:24:17] Started worker 166 for 97 emails
[2025-11-25 14:24:17] Started worker 167 for 97 emails
[2025-11-25 14:24:17] Started worker 168 for 97 emails
[2025-11-25 14:24:17] Started worker 169 for 97 emails
[2025-11-25 14:24:17] Started worker 170 for 97 emails
[2025-11-25 14:24:17] Started worker 171 for 97 emails
[2025-11-25 14:24:17] Started worker 172 for 97 emails
[2025-11-25 14:24:17] Started worker 173 for 97 emails
[2025-11-25 14:24:17] Started worker 174 for 97 emails
[2025-11-25 14:24:17] Started worker 175 for 97 emails
[2025-11-25 14:24:17] Started worker 176 for 97 emails
[2025-11-25 14:24:17] Started worker 177 for 97 emails
[2025-11-25 14:24:17] Started worker 178 for 97 emails
[2025-11-25 14:24:17] Started worker 179 for 97 emails
[2025-11-25 14:24:17] Started worker 180 for 97 emails
[2025-11-25 14:24:17] Started worker 181 for 97 emails
[2025-11-25 14:24:17] Started worker 182 for 97 emails
[2025-11-25 14:24:17] Started worker 183 for 97 emails
[2025-11-25 14:24:17] Started worker 184 for 97 emails
[2025-11-25 14:24:17] Started worker 185 for 97 emails
[2025-11-25 14:24:17] Started worker 186 for 97 emails
[2025-11-25 14:24:17] Started worker 187 for 97 emails
[2025-11-25 14:24:17] Started worker 188 for 97 emails
[2025-11-25 14:24:17] Started worker 189 for 97 emails
[2025-11-25 14:24:17] Started worker 190 for 97 emails
[2025-11-25 14:24:17] Started worker 191 for 97 emails
[2025-11-25 14:24:17] Started worker 192 for 97 emails
[2025-11-25 14:24:17] Started worker 193 for 97 emails
[2025-11-25 14:24:18] Started worker 194 for 97 emails
[2025-11-25 14:24:18] Started worker 195 for 97 emails
[2025-11-25 14:24:18] Started worker 196 for 97 emails
[2025-11-25 14:24:18] Started worker 197 for 97 emails
[2025-11-25 14:24:18] Started worker 198 for 97 emails
[2025-11-25 14:24:18] Started worker 199 for 64 emails
[2025-11-25 14:24:18] Processing complete. Remaining unprocessed emails: 1
